index,date,team_name,opp_name,goals,opp_goals,game_outcome,overtimes,empty1,shots,pen_min,goals_pp,chances_pp,goals_sh,empty2,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,season,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
rs.67,20080306,BOS,TOR,2,8,L,,,29,29,0,,0,,40,12,4,,0,2008,,,,,,,,,,,
rs.68,20080308,BOS,WSH,2,1,W,,,28,20,2,,0,,24,41,1,,0,2008,,,,,,,,,,,
rs.69,20080309,BOS,NYR,0,1,L,SO,,29,13,0,,0,,35,13,0,,0,2008,,,,,,,,,,,
rs.70,20080311,BOS,OTT,1,4,L,,,29,6,0,,0,,25,10,2,,0,2008,,,,,,,,,,,
rs.71,20080313,BOS,TBL,1,3,L,,,36,2,0,,0,,26,6,1,,0,2008,,,,,,,,,,,
rs.72,20080315,BOS,PHI,3,2,W,OT,,36,19,0,,0,,26,17,0,,0,2008,,,,,,,,,,,
rs.73,20080316,BOS,WSH,1,2,L,SO,,40,8,1,,0,,33,10,1,,0,2008,,,,,,,,,,,
rs.74,20080320,BOS,MTL,2,4,L,,,36,13,0,,0,,30,13,0,,0,2008,,,,,,,,,,,
rs.75,20080322,BOS,MTL,2,3,L,SO,,35,18,0,,0,,31,22,0,,0,2008,,,,,,,,,,,
rs.76,20080325,BOS,TOR,6,2,W,,,30,4,2,,0,,30,10,1,,0,2008,,,,,,,,,,,
rs.77,20080327,BOS,TOR,4,2,W,,,34,4,1,,0,,32,6,1,,0,2008,,,,,,,,,,,
rs.78,20080329,BOS,OTT,4,0,W,,,31,15,1,,1,,34,17,0,,0,2008,,,,,,,,,,,
rs.79,20080330,BOS,BUF,1,2,L,OT,,18,10,0,,1,,30,8,1,,0,2008,,,,,,,,,,,
rs.80,20080402,BOS,NJD,2,3,L,SO,,27,4,1,,0,,25,8,0,,0,2008,,,,,,,,,,,
rs.81,20080404,BOS,OTT,2,1,W,,,29,6,0,,0,,18,6,0,,0,2008,,,,,,,,,,,
rs.82,20080405,BOS,BUF,0,3,L,,,17,6,0,,0,,28,4,2,,0,2008,,,,,,,,,,,
po.1,20080410,BOS,MTL,1,4,L,,,18,16,0,,0,,32,10,0,,0,2008,,,,,,,,,,,
po.2,20080412,BOS,MTL,2,3,L,OT,,39,18,1,,0,,31,14,1,,0,2008,,,,,,,,,,,
po.3,20080413,BOS,MTL,2,1,W,OT,,31,13,0,,0,,28,15,0,,0,2008,,,,,,,,,,,
po.4,20080415,BOS,MTL,0,1,L,,,27,6,0,,0,,28,6,1,,0,2008,,,,,,,,,,,
po.5,20080417,BOS,MTL,5,1,W,,,24,12,2,,1,,32,14,0,,0,2008,,,,,,,,,,,
po.6,20080419,BOS,MTL,5,4,W,,,36,14,0,,0,,35,10,0,,0,2008,,,,,,,,,,,
po.7,20080421,BOS,MTL,0,5,L,,,25,8,0,,0,,35,12,1,,0,2008,,,,,,,,,,,
rs.1,20071005,BUF,NYI,4,6,L,,,26,8,0,,0,,34,8,3,,0,2008,,,,,,,,,,,
rs.2,20071006,BUF,NYI,2,3,L,,,32,8,1,,0,,24,16,1,,0,2008,,,,,,,,,,,
rs.3,20071011,BUF,ATL,6,0,W,,,28,32,3,,1,,20,32,0,,0,2008,,,,,,,,,,,
rs.4,20071013,BUF,WSH,7,3,W,,,53,10,2,,0,,26,16,1,,0,2008,,,,,,,,,,,
rs.5,20071015,BUF,TOR,5,4,W,OT,,42,8,1,,0,,25,14,0,,0,2008,,,,,,,,,,,
rs.6,20071019,BUF,CBJ,0,3,L,,,21,14,0,,0,,29,12,1,,0,2008,,,,,,,,,,,
rs.7,20071020,BUF,MTL,2,4,L,,,27,16,1,,0,,27,14,2,,0,2008,,,,,,,,,,,
rs.8,20071024,BUF,CAR,2,6,L,,,21,20,1,,0,,43,10,1,,0,2008,,,,,,,,,,,
rs.9,20071026,BUF,FLA,4,2,W,,,33,14,1,,1,,35,10,0,,0,2008,,,,,,,,,,,
rs.10,20071027,BUF,TBL,4,3,W,OT,,26,13,1,,0,,34,11,1,,0,2008,,,,,,,,,,,
rs.11,20071101,BUF,BOS,3,4,L,OT,,30,10,2,,0,,24,6,1,,0,2008,,,,,,,,,,,
rs.12,20071102,BUF,FLA,2,4,L,,,28,10,1,,0,,24,18,0,,0,2008,,,,,,,,,,,
rs.13,20071105,BUF,MTL,0,2,L,,,29,14,0,,0,,19,4,0,,0,2008,,,,,,,,,,,
rs.14,20071107,BUF,BOS,2,1,W,OT,,29,6,1,,0,,26,8,0,,0,2008,,,,,,,,,,,
rs.15,20071109,BUF,TOR,0,3,L,,,30,4,0,,0,,23,10,0,,0,2008,,,,,,,,,,,
rs.16,20071110,BUF,BOS,1,2,L,,,46,12,0,,1,,22,12,1,,0,2008,,,,,,,,,,,
rs.17,20071115,BUF,OTT,2,3,L,,,37,14,1,,0,,34,14,1,,0,2008,,,,,,,,,,,
rs.18,20071116,BUF,MTL,4,1,W,,,28,6,0,,0,,37,4,0,,0,2008,,,,,,,,,,,
rs.19,20071121,BUF,OTT,4,2,W,,,31,6,1,,0,,29,8,1,,0,2008,,,,,,,,,,,
rs.20,20071123,BUF,MTL,4,2,W,,,32,12,2,,0,,32,6,1,,0,2008,,,,,,,,,,,
rs.21,20071124,BUF,MTL,3,0,W,,,35,6,1,,0,,24,8,0,,0,2008,,,,,,,,,,,
rs.22,20071126,BUF,WSH,3,1,W,,,28,11,0,,0,,31,11,0,,0,2008,,,,,,,,,,,
rs.23,20071128,BUF,STL,3,4,L,,,23,4,1,,0,,32,6,0,,0,2008,,,,,,,,,,,
rs.24,20071201,BUF,CAR,8,1,W,,,25,22,2,,1,,21,14,1,,0,2008,,,,,,,,,,,
rs.25,20071205,BUF,ANA,1,4,L,,,23,23,0,,0,,33,35,2,,0,2008,,,,,,,,,,,
rs.26,20071206,BUF,LAK,2,8,L,,,17,14,0,,0,,33,10,4,,1,2008,,,,,,,,,,,
rs.27,20071208,BUF,SJS,7,1,W,,,34,14,2,,1,,22,10,0,,0,2008,,,,,,,,,,,
rs.28,20071210,BUF,BOS,1,4,L,,,45,14,1,,0,,21,8,0,,0,2008,,,,,,,,,,,
rs.29,20071212,BUF,NYI,5,3,W,,,41,12,1,,0,,31,12,1,,0,2008,,,,,,,,,,,
rs.30,20071214,BUF,WSH,5,3,W,,,30,8,0,,1,,23,12,1,,0,2008,,,,,,,,,,,
rs.31,20071215,BUF,CHI,3,1,W,,,23,14,1,,0,,27,12,0,,0,2008,,,,,,,,,,,
rs.32,20071219,BUF,NYI,2,1,W,,,17,15,0,,0,,43,17,0,,0,2008,,,,,,,,,,,
rs.33,20071221,BUF,PHI,3,2,W,,,35,23,1,,0,,22,21,1,,0,2008,,,,,,,,,,,
rs.34,20071222,BUF,PHI,6,5,W,SO,,28,30,2,,0,,36,30,2,,2,2008,,,,,,,,,,,
rs.35,20071226,BUF,OTT,3,5,L,,,32,16,1,,0,,24,6,1,,0,2008,,,,,,,,,,,
rs.36,20071228,BUF,NJD,1,2,L,SO,,27,6,0,,0,,35,10,0,,0,2008,,,,,,,,,,,
rs.37,20071229,BUF,PIT,0,2,L,,,26,8,0,,0,,25,8,0,,0,2008,,,,,,,,,,,
rs.38,20080101,BUF,PIT,1,2,L,SO,,37,6,0,,0,,25,4,0,,0,2008,,,,,,,,,,,
rs.39,20080104,BUF,OTT,3,5,L,,,39,13,1,,0,,27,13,1,,0,2008,,,,,,,,,,,
rs.40,20080106,BUF,ATL,2,5,L,,,39,2,0,,0,,30,10,0,,0,2008,,,,,,,,,,,
rs.41,20080108,BUF,NJD,1,2,L,SO,,24,6,0,,0,,30,2,1,,0,2008,,,,,,,,,,,
rs.42,20080110,BUF,OTT,2,3,L,SO,,24,17,0,,0,,25,13,0,,1,2008,,,,,,,,,,,
rs.43,20080112,BUF,NJD,2,3,L,SO,,23,4,0,,0,,25,4,0,,0,2008,,,,,,,,,,,
rs.44,20080116,BUF,NYR,1,2,L,,,24,10,0,,0,,35,10,0,,0,2008,,,,,,,,,,,
rs.45,20080118,BUF,ATL,10,1,W,,,49,21,3,,0,,24,70,0,,1,2008,,,,,,,,,,,
rs.46,20080119,BUF,TOR,2,4,L,,,28,10,0,,0,,23,4,2,,0,2008,,,,,,,,,,,
rs.47,20080121,BUF,PHX,2,6,L,,,21,10,0,,0,,33,8,2,,0,2008,,,,,,,,,,,
rs.48,20080124,BUF,DAL,2,1,W,,,19,17,0,,0,,26,23,0,,0,2008,,,,,,,,,,,
rs.49,20080129,BUF,TBL,4,2,W,,,26,12,0,,0,,25,8,2,,0,2008,,,,,,,,,,,
rs.50,20080130,BUF,FLA,1,0,W,,,41,4,1,,0,,32,6,0,,0,2008,,,,,,,,,,,
rs.51,20080201,BUF,ATL,4,5,L,SO,,33,16,2,,0,,29,14,1,,0,2008,,,,,,,,,,,
rs.52,20080205,BUF,BOS,4,2,W,,,28,11,1,,0,,32,15,0,,0,2008,,,,,,,,,,,
rs.53,20080206,BUF,NJD,3,2,W,SO,,22,4,0,,0,,26,4,0,,0,2008,,,,,,,,,,,
rs.54,20080208,BUF,BOS,2,3,L,SO,,23,10,1,,0,,37,10,0,,0,2008,,,,,,,,,,,
rs.55,20080210,BUF,FLA,5,3,W,,,31,16,3,,0,,25,10,0,,0,2008,,,,,,,,,,,
rs.56,20080212,BUF,OTT,5,1,W,,,39,14,2,,0,,26,12,1,,0,2008,,,,,,,,,,,
rs.57,20080213,BUF,TOR,1,0,W,,,20,6,0,,0,,35,8,0,,0,2008,,,,,,,,,,,
rs.58,20080216,BUF,NYR,1,5,L,,,30,10,1,,0,,32,6,0,,0,2008,,,,,,,,,,,
rs.59,20080217,BUF,PIT,1,4,L,,,37,6,1,,0,,25,10,1,,0,2008,,,,,,,,,,,
rs.60,20080220,BUF,TBL,4,3,W,OT,,46,4,1,,0,,25,12,0,,0,2008,,,,,,,,,,,
rs.61,20080221,BUF,TOR,5,1,W,,,23,12,2,,0,,35,12,1,,0,2008,,,,,,,,,,,
rs.62,20080223,BUF,NYR,3,4,L,,,29,11,0,,0,,35,13,0,,0,2008,,,,,,,,,,,
rs.63,20080225,BUF,PHI,3,4,L,SO,,29,17,0,,0,,35,15,1,,0,2008,,,,,,,,,,,
rs.64,20080227,BUF,NSH,8,4,W,,,33,32,0,,0,,33,33,2,,0,2008,,,,,,,,,,,
rs.65,20080229,BUF,MTL,2,6,L,,,33,11,2,,0,,33,17,3,,0,2008,,,,,,,,,,,
rs.66,20080302,BUF,DET,2,4,L,,,24,12,1,,0,,39,12,1,,0,2008,,,,,,,,,,,
rs.67,20080304,BUF,PHI,5,2,W,,,21,26,0,,0,,21,18,0,,0,2008,,,,,,,,,,,
rs.68,20080305,BUF,WSH,1,3,L,,,26,2,1,,0,,23,10,0,,0,2008,,,,,,,,,,,
rs.69,20080308,BUF,CAR,3,4,L,OT,,30,16,1,,0,,35,6,1,,0,2008,,,,,,,,,,,
rs.70,20080310,BUF,NYR,2,3,L,SO,,21,21,1,,0,,26,31,0,,0,2008,,,,,,,,,,,
rs.71,20080312,BUF,PIT,3,7,L,,,32,12,0,,1,,36,19,3,,0,2008,,,,,,,,,,,
rs.72,20080314,BUF,CAR,7,1,W,,,31,48,1,,1,,28,81,0,,1,2008,,,,,,,,,,,
rs.73,20080315,BUF,TOR,6,2,W,,,20,8,1,,0,,32,6,1,,0,2008,,,,,,,,,,,
rs.74,20080319,BUF,TBL,7,4,W,,,32,6,0,,1,,19,8,1,,0,2008,,,,,,,,,,,
rs.75,20080321,BUF,TOR,1,4,L,,,36,10,1,,0,,24,20,1,,0,2008,,,,,,,,,,,
rs.76,20080325,BUF,OTT,3,6,L,,,32,6,0,,0,,31,10,0,,1,2008,,,,,,,,,,,
rs.77,20080327,BUF,OTT,4,3,W,SO,,40,12,1,,0,,28,14,0,,0,2008,,,,,,,,,,,
rs.78,20080328,BUF,MTL,3,4,L,OT,,38,6,0,,0,,29,10,1,,0,2008,,,,,,,,,,,
rs.79,20080330,BUF,BOS,2,1,W,OT,,30,8,1,,0,,18,10,0,,1,2008,,,,,,,,,,,
rs.80,20080401,BUF,TOR,4,3,W,SO,,41,2,1,,0,,22,6,1,,0,2008,,,,,,,,,,,
rs.81,20080403,BUF,MTL,1,3,L,,,28,14,1,,0,,25,14,1,,0,2008,,,,,,,,,,,
rs.82,20080405,BUF,BOS,3,0,W,,,28,4,2,,0,,17,6,0,,0,2008,,,,,,,,,,,
rs.1,20071003,CAR,MTL,2,3,L,OT,,31,18,1,,0,,40,16,3,,0,2008,,,,,,,,,,,
rs.2,20071005,CAR,PIT,4,1,W,,,33,12,1,,0,,34,10,1,,0,2008,,,,,,,,,,,
rs.3,20071006,CAR,WSH,0,2,L,,,23,8,0,,0,,33,8,1,,0,2008,,,,,,,,,,,
rs.4,20071009,CAR,TOR,7,1,W,,,39,10,4,,0,,28,16,1,,0,2008,,,,,,,,,,,
rs.5,20071011,CAR,OTT,5,3,W,,,32,10,1,,0,,30,8,0,,0,2008,,,,,,,,,,,
rs.6,20071013,CAR,MTL,3,1,W,,,38,10,2,,0,,24,14,0,,0,2008,,,,,,,,,,,
rs.7,20071019,CAR,PIT,3,4,L,SO,,32,19,1,,0,,29,15,1,,0,2008,,,,,,,,,,,
rs.8,20071020,CAR,PHI,2,3,L,OT,,44,10,1,,0,,30,10,1,,0,2008,,,,,,,,,,,
rs.9,20071022,CAR,VAN,3,1,W,,,31,21,2,,0,,20,27,0,,0,2008,,,,,,,,,,,
rs.10,20071024,CAR,BUF,6,2,W,,,43,10,1,,0,,21,20,1,,0,2008,,,,,,,,,,,
rs.11,20071026,CAR,MTL,4,7,L,,,36,23,0,,0,,30,17,5,,1,2008,,,,,,,,,,,
rs.12,20071027,CAR,NYI,8,3,W,,,26,10,3,,0,,31,12,2,,0,2008,,,,,,,,,,,
rs.13,20071031,CAR,FLA,2,4,L,,,30,16,0,,0,,32,10,3,,0,2008,,,,,,,,,,,
rs.14,20071103,CAR,FLA,4,2,W,,,40,4,2,,0,,24,8,0,,0,2008,,,,,,,,,,,
rs.15,20071105,CAR,WSH,5,0,W,,,33,13,3,,0,,35,30,0,,0,2008,,,,,,,,,,,
rs.16,20071108,CAR,TBL,1,5,L,,,41,10,0,,0,,31,8,1,,0,2008,,,,,,,,,,,
rs.17,20071110,CAR,ATL,5,3,W,,,39,8,2,,0,,35,10,0,,1,2008,,,,,,,,,,,
rs.18,20071112,CAR,FLA,4,3,W,,,36,6,1,,0,,31,16,0,,0,2008,,,,,,,,,,,
rs.19,20071114,CAR,TBL,1,6,L,,,29,18,1,,0,,28,24,0,,1,2008,,,,,,,,,,,
rs.20,20071116,CAR,ATL,0,3,L,,,31,8,0,,0,,25,8,0,,0,2008,,,,,,,,,,,
rs.21,20071117,CAR,FLA,2,1,W,,,33,15,1,,0,,28,9,1,,0,2008,,,,,,,,,,,
rs.22,20071121,CAR,PHI,3,6,L,,,35,16,3,,0,,21,18,3,,0,2008,,,,,,,,,,,
rs.23,20071123,CAR,TBL,4,3,W,,,22,4,0,,0,,28,8,0,,0,2008,,,,,,,,,,,
rs.24,20071124,CAR,WSH,2,5,L,,,37,10,0,,0,,34,8,3,,1,2008,,,,,,,,,,,
rs.25,20071128,CAR,PHI,1,3,L,,,41,6,1,,0,,34,10,1,,0,2008,,,,,,,,,,,
rs.26,20071130,CAR,WSH,4,3,W,,,19,14,0,,0,,34,10,2,,0,2008,,,,,,,,,,,
rs.27,20071201,CAR,BUF,1,8,L,,,21,14,1,,0,,25,22,2,,1,2008,,,,,,,,,,,
rs.28,20071203,CAR,NYR,4,0,W,,,29,8,0,,0,,28,6,0,,0,2008,,,,,,,,,,,
rs.29,20071206,CAR,TBL,1,2,L,,,24,15,0,,0,,32,15,2,,0,2008,,,,,,,,,,,
rs.30,20071208,CAR,MTL,5,1,W,,,36,19,2,,0,,36,21,1,,0,2008,,,,,,,,,,,
rs.31,20071209,CAR,DET,2,5,L,,,17,14,1,,0,,38,12,1,,0,2008,,,,,,,,,,,
rs.32,20071212,CAR,OTT,0,6,L,,,32,21,0,,0,,26,15,0,,0,2008,,,,,,,,,,,
rs.33,20071214,CAR,CGY,3,4,L,,,36,6,1,,0,,21,16,1,,0,2008,,,,,,,,,,,
rs.34,20071215,CAR,PHI,6,5,W,SO,,34,14,0,,0,,41,16,2,,0,2008,,,,,,,,,,,
rs.35,20071218,CAR,TOR,3,2,W,OT,,38,10,1,,0,,36,16,1,,0,2008,,,,,,,,,,,
rs.36,20071220,CAR,FLA,4,5,L,,,33,8,0,,0,,41,6,0,,0,2008,,,,,,,,,,,
rs.37,20071222,CAR,TBL,4,1,W,,,37,4,0,,0,,30,6,0,,0,2008,,,,,,,,,,,
rs.38,20071226,CAR,NYR,2,4,L,,,22,29,1,,1,,35,54,2,,0,2008,,,,,,,,,,,
rs.39,20071228,CAR,BOS,4,3,W,,,37,11,1,,1,,21,29,0,,1,2008,,,,,,,,,,,
rs.40,20071229,CAR,CBJ,1,4,L,,,24,17,1,,0,,23,13,1,,0,2008,,,,,,,,,,,
rs.41,20071231,CAR,NYI,1,4,L,,,29,16,0,,0,,24,10,3,,0,2008,,,,,,,,,,,
rs.42,20080102,CAR,ATL,4,5,L,OT,,36,14,2,,0,,14,14,2,,0,2008,,,,,,,,,,,
rs.43,20080104,CAR,ATL,4,3,W,,,33,8,2,,0,,26,18,0,,1,2008,,,,,,,,,,,
rs.44,20080105,CAR,STL,0,1,L,,,27,18,0,,0,,19,18,0,,0,2008,,,,,,,,,,,
rs.45,20080108,CAR,BOS,1,0,W,,,28,11,0,,0,,19,7,0,,0,2008,,,,,,,,,,,
rs.46,20080110,CAR,NJD,1,4,L,,,21,17,0,,0,,24,11,2,,0,2008,,,,,,,,,,,
rs.47,20080112,CAR,COL,4,5,L,,,34,18,0,,0,,29,18,0,,0,2008,,,,,,,,,,,
rs.48,20080115,CAR,TOR,4,5,L,,,25,10,1,,0,,36,6,2,,0,2008,,,,,,,,,,,
rs.49,20080117,CAR,OTT,1,5,L,,,37,8,1,,0,,32,10,1,,0,2008,,,,,,,,,,,
rs.50,20080118,CAR,EDM,7,2,W,,,36,8,1,,0,,18,8,0,,0,2008,,,,,,,,,,,
rs.51,20080121,CAR,NYI,3,2,W,OT,,29,7,1,,0,,25,9,0,,0,2008,,,,,,,,,,,
rs.52,20080122,CAR,NYI,3,6,L,,,47,10,1,,0,,31,16,0,,3,2008,,,,,,,,,,,
rs.53,20080129,CAR,NYR,3,1,W,,,27,37,0,,0,,35,37,1,,0,2008,,,,,,,,,,,
rs.54,20080131,CAR,TOR,3,2,W,OT,,38,4,1,,0,,26,32,0,,0,2008,,,,,,,,,,,
rs.55,20080202,CAR,PIT,1,4,L,,,28,15,0,,0,,29,13,2,,0,2008,,,,,,,,,,,
rs.56,20080205,CAR,NSH,0,1,L,,,31,11,0,,0,,34,11,0,,0,2008,,,,,,,,,,,
rs.57,20080208,CAR,WSH,2,1,W,,,23,24,0,,0,,34,20,0,,0,2008,,,,,,,,,,,
rs.58,20080209,CAR,NJD,1,6,L,,,23,10,0,,0,,26,6,2,,0,2008,,,,,,,,,,,
rs.59,20080212,CAR,BOS,3,2,W,,,23,6,0,,0,,34,8,0,,0,2008,,,,,,,,,,,
rs.60,20080214,CAR,PIT,4,2,W,,,46,21,3,,0,,22,23,1,,0,2008,,,,,,,,,,,
rs.61,20080216,CAR,FLA,5,4,W,,,32,18,0,,0,,24,10,1,,0,2008,,,,,,,,,,,
rs.62,20080218,CAR,NJD,1,5,L,,,22,19,0,,0,,31,31,1,,0,2008,,,,,,,,,,,
rs.63,20080219,CAR,BOS,2,3,L,SO,,47,27,0,,0,,38,31,2,,0,2008,,,,,,,,,,,
rs.64,20080221,CAR,ATL,5,3,W,,,46,4,0,,0,,28,8,1,,0,2008,,,,,,,,,,,
rs.65,20080223,CAR,WSH,6,3,W,,,42,13,4,,0,,34,19,2,,0,2008,,,,,,,,,,,
rs.66,20080226,CAR,NJD,2,1,W,OT,,36,18,0,,0,,24,23,0,,0,2008,,,,,,,,,,,
rs.67,20080228,CAR,NYR,2,4,L,,,28,21,1,,0,,28,27,0,,0,2008,,,,,,,,,,,
rs.68,20080301,CAR,TBL,5,1,W,,,33,4,1,,0,,23,14,0,,0,2008,,,,,,,,,,,
rs.69,20080305,CAR,ATL,6,3,W,,,37,6,1,,0,,24,16,0,,0,2008,,,,,,,,,,,
rs.70,20080306,CAR,MIN,3,2,W,,,28,48,1,,0,,28,37,0,,0,2008,,,,,,,,,,,
rs.71,20080308,CAR,BUF,4,3,W,OT,,35,6,1,,0,,30,16,1,,0,2008,,,,,,,,,,,
rs.72,20080312,CAR,CHI,3,0,W,,,32,10,2,,0,,25,12,0,,0,2008,,,,,,,,,,,
rs.73,20080314,CAR,BUF,1,7,L,,,28,81,0,,1,,31,48,1,,1,2008,,,,,,,,,,,
rs.74,20080316,CAR,OTT,5,1,W,,,32,19,3,,0,,17,29,1,,0,2008,,,,,,,,,,,
rs.75,20080319,CAR,ATL,5,3,W,,,33,2,1,,0,,34,6,0,,0,2008,,,,,,,,,,,
rs.76,20080320,CAR,FLA,2,1,W,SO,,42,12,0,,0,,37,6,0,,0,2008,,,,,,,,,,,
rs.77,20080325,CAR,WSH,2,3,L,SO,,27,12,2,,0,,44,8,1,,0,2008,,,,,,,,,,,
rs.78,20080328,CAR,ATL,7,1,W,,,35,43,5,,1,,26,72,0,,1,2008,,,,,,,,,,,
rs.79,20080329,CAR,TBL,1,2,L,,,39,12,0,,0,,21,14,1,,0,2008,,,,,,,,,,,
rs.80,20080401,CAR,WSH,1,4,L,,,22,24,0,,0,,39,14,2,,0,2008,,,,,,,,,,,
rs.81,20080402,CAR,TBL,6,2,W,,,32,12,2,,0,,25,12,2,,0,2008,,,,,,,,,,,
rs.82,20080404,CAR,FLA,3,4,L,,,46,0,2,,0,,17,18,0,,1,2008,,,,,,,,,,,
rs.1,20071005,CBJ,ANA,4,0,W,,,37,31,3,,0,,28,26,0,,0,2008,,,,,,,,,,,
rs.2,20071006,CBJ,MIN,2,3,L,,,21,15,1,,1,,31,11,0,,0,2008,,,,,,,,,,,
rs.3,20071010,CBJ,PHX,3,0,W,,,33,19,0,,0,,32,11,0,,0,2008,,,,,,,,,,,
rs.4,20071013,CBJ,COL,1,5,L,,,25,36,0,,0,,26,22,2,,0,2008,,,,,,,,,,,
rs.5,20071017,CBJ,DAL,2,3,L,SO,,35,13,1,,0,,30,17,0,,0,2008,,,,,,,,,,,
rs.6,20071019,CBJ,BUF,3,0,W,,,29,12,1,,0,,21,14,0,,0,2008,,,,,,,,,,,
rs.7,20071021,CBJ,VAN,1,4,L,,,36,14,1,,0,,19,22,1,,1,2008,,,,,,,,,,,
rs.8,20071023,CBJ,CHI,7,4,W,,,26,12,1,,1,,28,18,0,,0,2008,,,,,,,,,,,
rs.9,20071025,CBJ,STL,3,0,W,,,28,4,1,,0,,36,6,0,,0,2008,,,,,,,,,,,
rs.10,20071027,CBJ,SJS,2,1,W,,,18,10,1,,0,,17,14,0,,0,2008,,,,,,,,,,,
rs.11,20071031,CBJ,LAK,4,1,W,,,36,12,0,,1,,34,10,1,,0,2008,,,,,,,,,,,
rs.12,20071101,CBJ,ANA,1,2,L,SO,,20,39,1,,0,,34,39,0,,0,2008,,,,,,,,,,,
rs.13,20071104,CBJ,STL,3,0,W,,,25,8,0,,0,,21,8,0,,0,2008,,,,,,,,,,,
rs.14,20071107,CBJ,CHI,2,5,L,,,26,11,0,,0,,35,19,0,,1,2008,,,,,,,,,,,
rs.15,20071109,CBJ,DET,1,4,L,,,16,12,1,,0,,36,14,2,,0,2008,,,,,,,,,,,
rs.16,20071110,CBJ,NSH,3,4,L,SO,,39,18,1,,0,,29,14,2,,0,2008,,,,,,,,,,,
rs.17,20071112,CBJ,NSH,1,4,L,,,30,23,0,,0,,31,19,0,,0,2008,,,,,,,,,,,
rs.18,20071114,CBJ,CHI,4,2,W,,,21,20,0,,0,,18,24,0,,0,2008,,,,,,,,,,,
rs.19,20071116,CBJ,STL,2,3,L,,,30,15,0,,0,,23,21,0,,0,2008,,,,,,,,,,,
rs.20,20071118,CBJ,DET,4,5,L,SO,,40,8,3,,0,,35,10,2,,0,2008,,,,,,,,,,,
rs.21,20071121,CBJ,FLA,2,5,L,,,36,17,1,,0,,29,17,3,,0,2008,,,,,,,,,,,
rs.22,20071123,CBJ,MIN,4,0,W,,,29,39,2,,1,,32,21,0,,0,2008,,,,,,,,,,,
rs.23,20071124,CBJ,DET,3,2,W,SO,,28,16,0,,0,,25,18,1,,0,2008,,,,,,,,,,,
rs.24,20071126,CBJ,EDM,1,3,L,,,37,6,1,,0,,20,14,0,,0,2008,,,,,,,,,,,
rs.25,20071129,CBJ,VAN,0,2,L,,,26,28,0,,0,,21,30,0,,0,2008,,,,,,,,,,,
rs.26,20071201,CBJ,CGY,4,3,W,OT,,26,15,1,,0,,36,11,1,,0,2008,,,,,,,,,,,
rs.27,20071203,CBJ,DAL,1,2,L,SO,,26,10,0,,0,,34,10,0,,0,2008,,,,,,,,,,,
rs.28,20071205,CBJ,COL,5,4,W,,,31,13,1,,0,,36,13,1,,0,2008,,,,,,,,,,,
rs.29,20071208,CBJ,MIN,1,2,L,,,32,13,0,,0,,26,7,0,,0,2008,,,,,,,,,,,
rs.30,20071210,CBJ,ANA,3,4,L,OT,,35,21,2,,0,,28,27,3,,1,2008,,,,,,,,,,,
rs.31,20071212,CBJ,COL,4,1,W,,,16,8,0,,0,,16,6,0,,0,2008,,,,,,,,,,,
rs.32,20071215,CBJ,BOS,0,2,L,,,32,11,0,,0,,18,15,1,,0,2008,,,,,,,,,,,
rs.33,20071218,CBJ,CGY,1,3,L,,,37,26,0,,0,,23,26,1,,0,2008,,,,,,,,,,,
rs.34,20071221,CBJ,LAK,2,1,W,,,35,14,0,,0,,34,4,1,,0,2008,,,,,,,,,,,
rs.35,20071223,CBJ,NSH,1,3,L,,,31,13,0,,0,,32,13,1,,0,2008,,,,,,,,,,,
rs.36,20071226,CBJ,ATL,2,0,W,,,28,9,1,,0,,21,13,0,,0,2008,,,,,,,,,,,
rs.37,20071227,CBJ,NSH,3,4,L,,,39,29,2,,0,,32,19,1,,0,2008,,,,,,,,,,,
rs.38,20071229,CBJ,CAR,4,1,W,,,23,13,1,,0,,24,17,1,,0,2008,,,,,,,,,,,
rs.39,20071231,CBJ,EDM,4,2,W,,,33,8,1,,1,,28,6,0,,0,2008,,,,,,,,,,,
rs.40,20080102,CBJ,ANA,1,2,L,,,27,12,0,,0,,34,12,1,,0,2008,,,,,,,,,,,
rs.41,20080103,CBJ,LAK,4,3,W,,,28,10,0,,0,,33,6,0,,0,2008,,,,,,,,,,,
rs.42,20080105,CBJ,SJS,2,3,L,,,23,2,1,,0,,19,6,0,,0,2008,,,,,,,,,,,
rs.43,20080108,CBJ,STL,1,6,L,,,18,12,0,,0,,31,10,1,,0,2008,,,,,,,,,,,
rs.44,20080111,CBJ,STL,6,4,W,,,37,29,2,,0,,30,29,1,,0,2008,,,,,,,,,,,
rs.45,20080112,CBJ,NSH,2,1,W,SO,,29,6,0,,0,,27,2,0,,0,2008,,,,,,,,,,,
rs.46,20080115,CBJ,VAN,3,2,W,,,21,8,2,,0,,27,16,1,,0,2008,,,,,,,,,,,
rs.47,20080117,CBJ,PHX,4,3,W,,,32,16,1,,0,,35,8,2,,0,2008,,,,,,,,,,,
rs.48,20080119,CBJ,DAL,1,3,L,,,30,11,1,,0,,14,11,0,,0,2008,,,,,,,,,,,
