index,date,team_name,opp_name,goals,opp_goals,game_outcome,overtimes,empty1,shots,pen_min,goals_pp,chances_pp,goals_sh,empty2,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,season,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
rs.76,20090331,OTT,FLA,2,5,L,,,32,8,0,,0,,27,4,2,,0,2009,58,45,56.3,42,32,56.8,25,18,58.1,54.2,94.4
rs.77,20090402,OTT,BOS,1,2,L,,,32,8,0,,0,,33,10,0,,0,2009,45,46,49.5,29,36,44.6,17,17,50.0,70.1,97.2
rs.78,20090404,OTT,PHI,4,3,W,SO,,38,6,1,,0,,34,26,1,,0,2009,61,46,57.0,45,35,56.3,29,22,56.9,59.8,101.8
rs.79,20090406,OTT,MTL,3,2,W,,,23,13,1,,0,,22,17,0,,0,2009,35,30,53.8,21,19,52.5,11,21,34.4,56.5,101.0
rs.80,20090407,OTT,BOS,3,2,W,,,32,10,1,,1,,33,10,1,,0,2009,33,35,48.5,26,27,49.1,15,17,46.9,55.7,101.5
rs.81,20090409,OTT,NJD,2,3,L,SO,,30,19,0,,0,,32,13,0,,0,2009,46,47,49.5,35,39,47.3,21,26,44.7,52.9,100.3
rs.82,20090411,OTT,TOR,2,5,L,,,39,14,1,,0,,30,22,0,,1,2009,48,50,49.0,41,37,52.6,19,16,54.3,40.0,85.9
rs.1,20081011,PHI,NYR,3,4,L,,,28,24,0,,1,,27,24,1,,0,2009,38,31,55.1,31,22,58.5,23,24,48.9,54.6,93.7
rs.2,20081013,PHI,MTL,3,5,L,,,32,20,2,,0,,27,26,0,,0,2009,39,39,50.0,29,30,49.2,31,24,56.4,70.2,81.8
rs.3,20081014,PHI,PIT,2,3,L,OT,,30,17,0,,0,,28,17,1,,0,2009,38,42,47.5,29,28,50.9,16,23,41.0,42.7,99.5
rs.4,20081016,PHI,COL,2,5,L,,,18,24,1,,1,,34,16,3,,0,2009,19,32,37.3,10,27,27.0,10,19,34.5,40.4,90.9
rs.5,20081018,PHI,SJS,4,5,L,OT,,17,27,0,,1,,45,17,1,,0,2009,36,55,39.6,28,41,40.6,19,27,41.3,21.7,105.4
rs.6,20081022,PHI,SJS,6,7,L,SO,,29,14,2,,1,,35,10,2,,0,2009,41,46,47.1,32,34,48.5,20,31,39.2,45.5,98.2
rs.7,20081024,PHI,NJD,6,3,W,,,28,16,2,,0,,26,19,1,,0,2009,32,35,47.8,30,28,51.7,18,35,34.0,25.0,110.0
rs.8,20081025,PHI,NJD,3,2,W,OT,,33,42,0,,0,,31,40,1,,0,2009,48,35,57.8,41,27,60.3,18,34,34.6,51.0,106.5
rs.9,20081028,PHI,ATL,7,0,W,,,31,12,3,,1,,24,14,0,,0,2009,36,30,54.5,29,22,56.9,20,19,51.3,50.0,115.0
rs.10,20081030,PHI,NYI,3,2,W,OT,,28,10,1,,0,,36,12,1,,0,2009,39,60,39.4,34,43,44.2,31,31,50.0,41.6,106.1
rs.11,20081102,PHI,EDM,4,5,L,,,26,19,3,,0,,28,17,1,,0,2009,32,39,45.1,20,27,42.6,21,12,63.6,60.0,86.8
rs.12,20081106,PHI,OTT,1,4,L,,,18,5,0,,0,,25,6,1,,0,2009,40,41,49.4,26,28,48.1,16,20,44.4,26.7,90.9
rs.13,20081108,PHI,TBL,1,2,L,,,36,22,1,,0,,22,20,0,,0,2009,39,37,51.3,31,23,57.4,19,21,47.5,56.5,88.2
rs.14,20081111,PHI,NYI,3,1,W,,,32,16,0,,1,,36,8,0,,0,2009,44,57,43.6,32,38,45.7,23,21,52.3,53.4,104.8
rs.15,20081113,PHI,PIT,4,5,L,SO,,35,14,1,,2,,31,8,1,,0,2009,48,49,49.5,35,34,50.7,20,19,51.3,45.7,93.1
rs.16,20081115,PHI,MTL,2,1,W,,,31,13,0,,0,,25,9,0,,0,2009,61,49,55.5,42,27,60.9,22,23,48.9,57.8,101.0
rs.17,20081116,PHI,ATL,4,3,W,,,32,6,1,,0,,32,8,0,,0,2009,43,54,44.3,36,40,47.4,29,22,56.9,56.3,101.1
rs.18,20081121,PHI,BUF,3,0,W,,,25,17,0,,0,,40,13,0,,0,2009,34,44,43.6,26,37,41.3,20,21,48.8,48.4,115.8
rs.19,20081122,PHI,PHX,4,3,W,OT,,34,16,1,,0,,28,6,1,,0,2009,44,39,53.0,35,24,59.3,15,12,55.6,60.0,100.4
rs.20,20081124,PHI,DAL,4,3,W,,,25,10,0,,0,,25,2,0,,0,2009,37,40,48.1,29,28,50.9,27,26,50.9,53.6,100.0
rs.21,20081126,PHI,CAR,3,1,W,,,27,17,0,,0,,28,13,0,,0,2009,43,51,45.7,30,35,46.2,15,26,36.6,54.2,108.9
rs.22,20081128,PHI,CAR,2,3,L,OT,,26,18,2,,0,,30,18,0,,0,2009,41,50,45.1,32,41,43.8,21,20,51.2,48.1,88.9
rs.23,20081129,PHI,TOR,2,4,L,,,30,18,0,,1,,27,18,1,,0,2009,50,44,53.2,40,36,52.6,18,24,42.9,56.5,89.7
rs.24,20081202,PHI,TBL,4,3,W,OT,,32,32,3,,1,,38,19,2,,0,2009,38,35,52.1,31,25,55.4,21,18,53.8,56.9,95.2
rs.25,20081204,PHI,NJD,2,3,L,OT,,31,20,2,,0,,31,24,0,,0,2009,42,55,43.3,30,39,43.5,25,20,55.6,36.7,88.9
rs.26,20081206,PHI,CAR,2,1,W,OT,,31,21,0,,1,,36,15,1,,0,2009,52,55,48.6,33,40,45.2,24,25,49.0,50.6,104.2
rs.27,20081209,PHI,NYI,4,3,W,,,25,13,1,,0,,27,13,1,,0,2009,45,43,51.1,28,28,50.0,27,24,52.9,44.0,102.5
rs.28,20081211,PHI,CAR,6,5,W,SO,,37,36,2,,0,,31,24,2,,0,2009,41,38,51.9,36,29,55.4,13,26,33.3,48.5,95.3
rs.29,20081213,PHI,PIT,6,3,W,,,27,15,4,,0,,26,19,1,,0,2009,35,40,46.7,21,30,41.2,25,16,61.0,53.0,104.8
rs.30,20081216,PHI,COL,5,2,W,,,24,20,2,,1,,31,20,1,,0,2009,41,42,49.4,29,33,46.8,19,34,35.8,50.5,106.0
rs.31,20081218,PHI,MTL,2,5,L,,,31,14,0,,0,,31,6,2,,0,2009,60,38,61.2,42,29,59.2,22,28,44.0,82.5,92.1
rs.32,20081220,PHI,WSH,7,1,W,,,28,39,2,,1,,48,39,0,,0,2009,28,49,36.4,20,36,35.7,21,20,51.2,30.8,117.3
rs.33,20081221,PHI,NJD,2,3,L,SO,,29,20,1,,0,,26,12,1,,0,2009,38,41,48.1,32,31,50.8,17,35,32.7,46.9,99.0
rs.34,20081223,PHI,OTT,6,4,W,,,32,4,1,,0,,21,4,1,,0,2009,60,43,58.3,46,27,63.0,31,27,53.4,54.9,102.9
rs.35,20081226,PHI,CHI,1,5,L,,,18,26,0,,0,,38,14,2,,0,2009,26,50,34.2,20,37,35.1,27,15,64.3,33.3,95.5
rs.36,20081227,PHI,CBJ,0,3,L,,,20,21,0,,0,,33,15,1,,0,2009,27,43,38.6,18,30,37.5,14,31,31.1,46.2,89.5
rs.37,20081230,PHI,VAN,3,2,W,,,29,11,0,,0,,31,7,1,,0,2009,49,45,52.1,35,37,48.6,19,17,52.8,40.0,107.0
rs.38,20090102,PHI,ANA,5,4,W,SO,,32,20,1,,0,,27,24,2,,0,2009,38,36,51.4,33,32,50.8,23,31,42.6,62.4,103.5
rs.39,20090103,PHI,LAK,1,2,L,SO,,32,12,0,,0,,31,6,1,,0,2009,40,49,44.9,35,32,52.2,22,22,50.0,45.3,104.2
rs.40,20090106,PHI,WSH,1,2,L,SO,,34,8,1,,0,,34,8,1,,0,2009,41,62,39.8,28,42,40.0,24,22,52.2,30.5,100.0
rs.41,20090108,PHI,MIN,3,1,W,,,23,25,1,,0,,28,11,0,,0,2009,30,37,44.8,21,30,41.2,19,15,55.9,43.4,105.8
rs.42,20090110,PHI,TOR,4,1,W,,,30,13,2,,0,,42,13,0,,0,2009,38,58,39.6,27,41,39.7,36,22,62.1,38.9,106.7
rs.43,20090113,PHI,PIT,2,4,L,,,29,20,0,,0,,26,14,0,,0,2009,47,48,49.5,41,38,51.9,26,25,51.0,51.7,90.5
rs.44,20090115,PHI,TBL,1,4,L,,,32,20,1,,0,,44,18,1,,0,2009,42,50,45.7,33,43,43.4,22,12,64.7,47.3,94.4
rs.45,20090116,PHI,FLA,3,2,W,SO,,26,12,1,,0,,34,6,2,,0,2009,43,41,51.2,36,29,55.4,24,20,54.5,42.9,104.3
rs.46,20090121,PHI,ATL,5,3,W,,,33,29,0,,0,,31,29,0,,0,2009,54,41,56.8,38,32,54.3,20,23,46.5,36.4,105.4
rs.47,20090127,PHI,FLA,2,3,L,,,35,16,0,,0,,27,10,1,,0,2009,43,27,61.4,35,22,61.4,19,21,47.5,49.7,94.9
rs.48,20090130,PHI,TBL,6,1,W,,,32,34,1,,0,,42,26,1,,0,2009,37,36,50.7,32,27,54.2,23,22,51.1,50.4,119.2
rs.49,20090131,PHI,STL,0,4,L,,,36,40,0,,0,,35,34,2,,0,2009,47,32,59.5,34,28,54.8,20,16,55.6,56.2,90.9
rs.50,20090204,PHI,BOS,1,3,L,,,26,10,0,,0,,33,4,0,,0,2009,38,56,40.4,28,38,42.4,15,17,46.9,44.5,92.5
rs.51,20090207,PHI,BOS,4,3,W,OT,,30,6,2,,0,,37,12,0,,0,2009,37,54,40.7,29,46,38.7,27,22,55.1,40.0,98.6
rs.52,20090208,PHI,ATL,3,2,W,,,23,29,1,,0,,31,15,2,,0,2009,27,51,34.6,22,39,36.1,15,22,40.5,62.2,111.1
rs.53,20090212,PHI,OTT,2,5,L,,,36,4,0,,0,,23,6,1,,0,2009,58,43,57.4,42,30,58.3,15,28,34.9,67.1,86.7
rs.54,20090214,PHI,NYI,5,1,W,,,34,9,0,,0,,39,7,0,,0,2009,58,55,51.3,42,38,52.5,33,23,58.9,51.5,109.5
rs.55,20090215,PHI,NYR,5,2,W,,,20,30,0,,1,,37,28,0,,0,2009,32,59,35.2,23,44,34.3,13,28,31.7,23.4,118.1
rs.56,20090219,PHI,BUF,6,3,W,,,36,8,1,,1,,42,4,2,,0,2009,68,59,53.5,46,43,51.7,24,22,52.2,50.0,109.7
rs.57,20090221,PHI,PIT,4,5,L,,,27,15,0,,1,,27,15,1,,0,2009,47,39,54.7,38,31,55.1,22,19,53.7,59.7,94.9
rs.58,20090224,PHI,WSH,4,2,W,,,37,16,1,,0,,35,18,1,,0,2009,35,39,47.3,28,29,49.1,14,15,48.3,33.7,109.1
rs.59,20090225,PHI,LAK,2,0,W,,,20,10,1,,0,,34,6,0,,0,2009,31,53,36.9,25,30,45.5,21,20,51.2,21.7,106.7
rs.60,20090227,PHI,MTL,3,4,L,OT,,38,12,0,,0,,36,18,2,,0,2009,56,50,52.8,43,36,54.4,25,27,48.1,52.2,102.9
rs.61,20090301,PHI,NJD,0,3,L,,,27,10,0,,0,,42,6,0,,0,2009,39,47,45.3,25,38,39.7,20,29,40.8,54.1,91.4
rs.62,20090303,PHI,BOS,4,2,W,,,26,12,1,,0,,24,12,2,,0,2009,36,30,54.5,28,22,56.0,15,27,35.7,39.1,113.6
rs.63,20090305,PHI,CGY,1,5,L,,,36,8,0,,0,,41,12,1,,0,2009,54,54,50.0,41,46,47.1,24,27,47.1,41.6,91.8
rs.64,20090307,PHI,NSH,4,1,W,,,26,20,1,,0,,32,22,0,,0,2009,45,44,50.6,31,34,47.7,29,23,55.8,41.8,111.0
rs.65,20090310,PHI,BUF,5,2,W,,,33,25,2,,0,,29,31,0,,0,2009,49,44,52.7,36,33,52.2,24,25,49.0,41.7,103.4
rs.66,20090312,PHI,WSH,1,2,L,,,36,4,0,,0,,30,8,1,,0,2009,46,53,46.5,37,40,48.1,22,15,59.5,52.6,99.5
rs.67,20090314,PHI,NYR,4,2,W,,,29,13,0,,0,,41,11,0,,0,2009,46,63,42.2,32,49,39.5,25,28,47.2,29.1,110.4
rs.68,20090315,PHI,NYR,1,4,L,,,25,29,1,,0,,39,27,3,,0,2009,24,41,36.9,16,29,35.6,17,20,45.9,53.5,94.7
rs.69,20090317,PHI,DET,2,3,L,,,26,12,0,,0,,48,6,0,,0,2009,36,69,34.3,33,51,39.3,22,33,40.0,28.5,100.7
rs.70,20090320,PHI,BUF,6,4,W,,,31,30,2,,0,,43,12,0,,0,2009,42,56,42.9,31,44,41.3,21,18,53.8,44.8,103.3
rs.71,20090322,PHI,PIT,3,1,W,,,20,10,2,,0,,28,16,1,,0,2009,27,50,35.1,18,33,35.3,16,14,53.3,21.2,107.7
rs.72,20090323,PHI,NJD,4,2,W,,,25,27,3,,0,,34,17,1,,0,2009,37,52,41.6,26,35,42.6,14,24,36.8,39.6,101.5
rs.73,20090326,PHI,FLA,2,4,L,,,42,17,0,,0,,28,15,2,,0,2009,62,30,67.4,47,25,65.3,26,17,60.5,68.2,95.7
rs.74,20090328,PHI,NYI,4,3,W,SO,,36,32,0,,0,,33,38,0,,0,2009,52,52,50.0,40,36,52.6,27,29,48.2,41.8,97.7
rs.75,20090329,PHI,BOS,3,4,L,,,48,16,0,,0,,31,16,1,,0,2009,63,63,50.0,49,42,53.8,23,30,43.4,50.0,97.2
rs.76,20090401,PHI,TOR,2,3,L,,,34,8,1,,0,,38,8,0,,0,2009,57,57,50.0,41,48,46.1,24,21,53.3,54.9,95.2
rs.77,20090403,PHI,TOR,8,5,W,,,35,16,1,,0,,32,20,1,,0,2009,51,68,42.9,42,46,47.7,21,30,41.2,43.0,108.1
rs.78,20090404,PHI,OTT,3,4,L,SO,,34,26,1,,0,,38,6,1,,0,2009,46,61,43.0,35,45,43.8,22,29,43.1,40.2,98.2
rs.79,20090407,PHI,FLA,2,1,W,,,30,6,0,,0,,30,4,0,,0,2009,48,49,49.5,36,34,51.4,29,26,52.7,48.6,104.0
rs.80,20090409,PHI,NYR,1,2,L,,,38,6,1,,0,,31,10,0,,0,2009,57,53,51.8,40,40,50.0,22,29,43.1,50.3,93.3
rs.81,20090411,PHI,NYI,3,2,W,,,27,6,2,,0,,32,6,0,,0,2009,31,52,37.3,27,42,39.1,25,22,53.2,41.4,98.1
rs.82,20090412,PHI,NYR,3,4,L,,,31,14,1,,0,,31,10,1,,1,2009,49,34,59.0,34,27,55.7,22,16,57.9,45.5,99.0
po.1,20090415,PHI,PIT,1,4,L,,,27,35,1,,0,,33,15,1,,0,2009,45,42,51.7,26,31,45.6,13,26,33.3,46.4,88.9
po.2,20090417,PHI,PIT,2,3,L,OT,,40,20,1,,0,,49,8,2,,0,2009,67,67,50.0,49,55,47.1,29,37,43.9,48.4,100.4
po.3,20090419,PHI,PIT,6,3,W,,,30,30,1,,1,,29,28,1,,0,2009,35,41,46.1,25,31,44.6,19,19,50.0,47.5,113.9
po.4,20090421,PHI,PIT,1,3,L,,,46,10,0,,0,,26,16,0,,0,2009,49,31,61.3,34,23,59.6,25,28,47.2,75.9,87.9
po.5,20090423,PHI,PIT,3,0,W,,,26,8,0,,0,,28,10,0,,0,2009,37,39,48.7,31,25,55.4,21,21,50.0,43.0,113.6
po.6,20090425,PHI,PIT,3,5,L,,,25,13,1,,0,,35,13,0,,0,2009,42,54,43.8,31,41,43.1,20,27,42.6,52.3,91.7
rs.1,20081011,PHX,CBJ,3,1,W,,,30,27,2,,0,,29,23,1,,0,2009,36,52,40.9,27,35,43.5,23,28,45.1,35.1,104.3
rs.2,20081012,PHX,ANA,4,2,W,,,24,34,1,,0,,35,48,0,,0,2009,27,43,38.6,22,37,37.3,21,25,45.7,41.3,110.2
rs.3,20081015,PHX,CHI,1,4,L,,,30,33,1,,0,,30,35,0,,0,2009,31,41,43.1,22,31,41.5,12,27,30.8,33.9,84.6
rs.4,20081017,PHX,OTT,3,6,L,,,37,6,0,,0,,26,0,1,,0,2009,60,37,61.9,43,29,59.7,24,23,51.1,64.3,84.5
rs.5,20081018,PHX,MTL,1,4,L,,,29,20,0,,0,,33,18,1,,0,2009,54,50,51.9,35,42,45.5,23,32,41.8,57.1,93.7
rs.6,20081023,PHX,WSH,2,1,W,,,34,8,0,,0,,32,8,1,,0,2009,47,45,51.1,37,32,53.6,19,31,38.0,51.5,108.0
rs.7,20081025,PHX,CGY,1,4,L,,,24,13,0,,0,,36,13,2,,0,2009,33,52,38.8,26,36,41.9,15,21,41.7,33.3,98.4
rs.8,20081030,PHX,PIT,4,1,W,,,30,10,1,,0,,28,18,1,,0,2009,45,41,52.3,33,28,54.1,18,20,47.4,40.9,112.5
rs.9,20081101,PHX,MIN,2,3,L,,,27,4,1,,1,,33,8,0,,0,2009,37,41,47.4,26,34,43.3,20,26,43.5,42.0,88.0
rs.10,20081104,PHX,CGY,4,2,W,,,22,11,1,,1,,29,11,0,,0,2009,28,57,32.9,21,36,36.8,27,20,57.4,33.3,105.0
rs.11,20081106,PHX,VAN,0,1,L,,,28,21,0,,0,,32,13,0,,0,2009,43,49,46.7,28,39,41.8,22,24,47.8,42.1,96.0
rs.12,20081108,PHX,FLA,4,1,W,,,39,2,0,,0,,27,14,0,,0,2009,53,62,46.1,39,37,51.3,27,23,54.0,51.4,110.8
rs.13,20081109,PHX,SJS,4,2,W,,,30,15,2,,0,,32,21,2,,0,2009,35,45,43.8,31,31,50.0,17,21,44.7,40.3,110.0
rs.14,20081112,PHX,CBJ,5,2,W,,,30,15,0,,1,,33,17,1,,0,2009,39,53,42.4,29,37,43.9,21,21,50.0,46.7,114.5
rs.15,20081113,PHX,MIN,0,4,L,,,24,19,0,,0,,32,17,4,,0,2009,36,37,49.3,23,28,45.1,14,20,41.2,59.1,100.0
rs.16,20081115,PHX,DAL,2,3,L,,,27,15,0,,0,,19,13,1,,0,2009,40,36,52.6,27,22,55.1,12,25,32.4,65.9,92.4
rs.17,20081118,PHX,CHI,2,3,L,SO,,38,30,1,,0,,40,24,0,,0,2009,56,61,47.9,40,43,48.2,26,27,49.1,49.3,97.4
rs.18,20081121,PHX,CAR,2,5,L,,,28,6,1,,0,,33,8,0,,0,2009,53,59,47.3,38,48,44.2,19,37,33.9,53.3,88.6
rs.19,20081122,PHX,PHI,3,4,L,OT,,28,6,1,,0,,34,16,1,,0,2009,39,44,47.0,24,35,40.7,12,15,44.4,40.0,99.6
rs.20,20081124,PHX,NYR,1,4,L,,,36,9,0,,0,,36,7,1,,0,2009,63,61,50.8,47,49,49.0,19,28,40.4,41.9,93.2
rs.21,20081126,PHX,CBJ,3,2,W,,,25,21,1,,0,,40,17,0,,0,2009,25,42,37.3,22,28,44.0,15,25,37.5,40.1,101.0
rs.22,20081128,PHX,COL,2,1,W,,,20,8,0,,0,,38,10,0,,0,2009,40,54,42.6,26,41,38.8,13,29,31.0,42.5,108.5
rs.23,20081129,PHX,SJS,2,3,L,,,20,8,1,,0,,23,32,0,,0,2009,36,36,50.0,23,27,46.0,20,18,52.6,45.8,90.0
rs.24,20081202,PHX,LAK,4,2,W,,,26,2,1,,0,,34,10,1,,0,2009,47,54,46.5,31,40,43.7,19,27,41.3,53.3,110.2
rs.25,20081204,PHX,TOR,6,3,W,,,26,20,0,,1,,18,20,0,,0,2009,49,30,62.0,37,16,69.8,14,21,40.0,55.7,94.5
rs.26,20081206,PHX,STL,3,4,L,,,26,38,1,,0,,30,27,1,,0,2009,41,46,47.1,32,37,46.4,23,22,51.1,48.3,97.2
rs.27,20081207,PHX,CHI,1,7,L,,,21,30,0,,0,,28,46,1,,0,2009,30,53,36.1,23,36,39.0,22,27,44.9,55.0,82.2
rs.28,20081210,PHX,DAL,5,3,W,,,34,14,2,,0,,32,12,1,,0,2009,37,36,50.7,28,34,45.2,27,20,57.4,42.2,103.5
rs.29,20081211,PHX,MIN,3,1,W,,,32,10,0,,0,,31,10,0,,0,2009,32,42,43.2,25,31,44.6,21,20,51.2,60.0,109.3
rs.30,20081213,PHX,DET,4,5,L,SO,,28,8,2,,0,,38,12,2,,1,2009,41,60,40.6,32,47,40.5,15,31,32.6,39.4,105.2
rs.31,20081216,PHX,DAL,1,2,L,OT,,23,6,0,,0,,30,8,0,,0,2009,41,50,45.1,26,36,41.9,12,13,48.0,50.0,98.6
rs.32,20081218,PHX,NSH,2,1,W,,,27,6,0,,0,,31,4,0,,0,2009,45,44,50.6,37,34,52.1,22,24,47.8,35.1,104.0
rs.33,20081220,PHX,CBJ,2,0,W,,,24,9,0,,0,,33,11,0,,0,2009,36,52,40.9,27,38,41.5,19,32,37.3,35.5,109.5
rs.34,20081222,PHX,EDM,2,4,L,,,29,35,1,,0,,27,19,2,,0,2009,33,31,51.6,29,28,50.9,18,20,47.4,52.8,94.8
rs.35,20081223,PHX,COL,4,5,L,OT,,23,10,1,,0,,48,8,2,,0,2009,34,44,43.6,30,35,46.2,19,22,46.3,50.0,105.8
rs.36,20081226,PHX,LAK,2,1,W,,,26,6,1,,0,,25,8,1,,0,2009,43,50,46.2,35,38,47.9,21,20,51.2,46.2,104.5
rs.37,20081227,PHX,LAK,0,4,L,,,26,17,0,,0,,30,23,2,,0,2009,23,36,39.0,17,31,35.4,14,13,51.9,70.3,90.5
rs.38,20081231,PHX,COL,3,1,W,,,29,6,0,,0,,29,4,0,,0,2009,46,43,51.7,38,29,56.7,21,18,53.8,52.2,108.0
rs.39,20090102,PHX,NYI,5,4,W,,,33,2,0,,0,,33,6,0,,0,2009,55,49,52.9,41,40,50.6,26,31,45.6,51.0,105.4
rs.40,20090104,PHX,ANA,0,2,L,,,29,8,0,,0,,34,8,2,,0,2009,28,48,36.8,22,43,33.8,11,14,44.0,40.0,100.0
rs.41,20090106,PHX,CHI,0,6,L,,,22,13,0,,0,,41,16,0,,0,2009,16,52,23.5,10,40,20.0,21,11,65.6,24.2,80.0
rs.42,20090108,PHX,TBL,3,2,W,,,27,4,1,,0,,24,6,1,,0,2009,52,46,53.1,38,31,55.1,22,21,51.2,48.0,103.8
rs.43,20090110,PHX,DAL,1,0,W,SO,,28,6,0,,0,,38,8,0,,0,2009,41,48,46.1,29,34,46.0,12,19,38.7,35.1,100.0
rs.44,20090113,PHX,MIN,3,6,L,,,24,12,0,,0,,34,6,0,,0,2009,40,48,45.5,34,36,48.6,24,34,41.4,62.9,92.2
rs.45,20090115,PHX,VAN,4,1,W,,,32,9,2,,0,,32,13,0,,0,2009,47,59,44.3,35,40,46.7,16,29,35.6,48.5,104.6
rs.46,20090117,PHX,CGY,4,3,W,,,26,9,0,,0,,32,9,0,,0,2009,40,63,38.8,35,44,44.3,19,35,35.2,38.5,106.7
rs.47,20090118,PHX,EDM,3,6,L,,,28,11,0,,0,,29,7,0,,0,2009,44,50,46.8,37,37,50.0,24,33,42.1,36.4,88.5
rs.48,20090120,PHX,DET,6,3,W,,,27,12,2,,0,,37,12,3,,0,2009,28,55,33.7,22,36,37.9,16,32,33.3,40.0,123.5
rs.49,20090127,PHX,ANA,3,7,L,,,26,7,1,,0,,37,15,1,,0,2009,39,48,44.8,26,40,39.4,19,25,43.2,48.0,91.8
rs.50,20090129,PHX,SJS,0,2,L,,,24,17,0,,0,,29,19,1,,0,2009,23,40,36.5,17,31,35.4,15,19,44.1,41.6,95.7
rs.51,20090131,PHX,BUF,0,2,L,,,28,32,0,,0,,21,38,0,,0,2009,37,36,50.7,26,27,49.1,17,16,51.5,45.8,90.0
rs.52,20090203,PHX,NSH,1,2,L,,,30,17,0,,0,,24,14,0,,0,2009,53,43,55.2,34,34,50.0,29,20,59.2,48.2,94.3
rs.53,20090204,PHX,DET,4,5,L,,,27,22,2,,0,,33,8,2,,0,2009,30,47,39.0,25,39,39.1,21,30,41.2,50.0,97.1
rs.54,20090207,PHX,CAR,2,7,L,,,32,20,1,,0,,41,20,4,,1,2009,39,43,47.6,25,38,39.7,19,33,36.5,50.0,98.8
rs.55,20090211,PHX,DAL,1,0,W,,,29,13,0,,0,,33,13,0,,0,2009,36,62,36.7,31,40,43.7,20,22,47.6,35.3,104.0
rs.56,20090212,PHX,VAN,3,4,L,,,28,24,1,,0,,32,10,1,,0,2009,38,64,37.3,32,40,44.4,27,27,50.0,45.7,96.3
rs.57,20090214,PHX,CGY,5,7,L,,,37,4,1,,0,,45,12,0,,1,2009,51,66,43.6,44,55,44.4,21,30,41.2,46.7,99.4
rs.58,20090216,PHX,EDM,1,3,L,,,29,18,1,,0,,29,22,2,,0,2009,38,39,49.4,26,34,43.3,18,23,43.9,70.4,95.8
rs.59,20090219,PHX,ATL,4,3,W,SO,,40,14,1,,0,,22,20,1,,0,2009,59,45,56.7,44,34,56.4,30,31,49.2,74.5,95.7
rs.60,20090221,PHX,LAK,6,3,W,,,29,13,0,,1,,33,9,1,,0,2009,42,49,46.2,34,43,44.2,19,23,45.2,50.0,114.4
rs.61,20090224,PHX,STL,1,2,L,,,25,0,0,,0,,24,8,0,,1,2009,40,36,52.6,33,26,55.9,21,21,50.0,50.0,100.3
rs.62,20090226,PHX,NSH,1,4,L,,,26,18,0,,0,,47,16,0,,0,2009,45,69,39.5,36,56,39.1,22,29,43.1,51.0,94.8
rs.63,20090228,PHX,STL,1,3,L,,,27,13,1,,0,,30,15,1,,0,2009,46,46,50.0,32,39,45.1,16,26,38.1,64.6,91.7
rs.64,20090305,PHX,BOS,2,1,W,,,18,6,1,,0,,26,4,0,,0,2009,28,50,35.9,19,30,38.8,24,24,50.0,41.4,104.5
rs.65,20090306,PHX,BUF,1,5,L,,,30,14,1,,0,,31,24,3,,0,2009,35,39,47.3,25,35,41.7,23,23,50.0,49.8,90.9
rs.66,20090308,PHX,NYI,2,3,L,,,42,4,0,,0,,26,14,0,,0,2009,45,47,48.9,36,29,55.4,28,16,63.6,59.4,92.6
rs.67,20090310,PHX,DET,2,3,L,OT,,25,2,1,,0,,43,6,1,,0,2009,44,68,39.3,35,52,40.2,22,32,40.7,41.8,99.4
rs.68,20090312,PHX,NJD,2,5,L,,,28,16,1,,0,,36,20,1,,0,2009,39,49,44.3,29,37,43.9,20,26,43.5,61.6,91.7
rs.69,20090314,PHX,NSH,0,2,L,,,18,6,0,,0,,33,6,0,,0,2009,32,47,40.5,22,38,36.7,20,24,45.5,45.1,93.3
rs.70,20090317,PHX,SJS,4,3,W,,,20,21,3,,0,,36,23,1,,0,2009,27,59,31.4,24,43,35.8,24,22,52.2,42.6,99.4
rs.71,20090319,PHX,ANA,2,3,L,SO,,28,11,0,,0,,27,17,0,,0,2009,41,43,48.8,33,33,50.0,16,18,47.1,62.0,101.7
rs.72,20090321,PHX,VAN,5,1,W,,,33,8,1,,0,,36,16,0,,0,2009,,,,,0,,0,0,,,
rs.73,20090322,PHX,ANA,2,6,L,,,28,15,0,,0,,30,13,4,,0,2009,40,51,44.0,29,39,42.6,21,23,47.7,40.9,101.6
rs.74,20090326,PHX,EDM,3,2,W,,,23,10,0,,0,,28,8,1,,0,2009,26,40,39.4,20,30,40.0,20,18,52.6,25.5,112.9
rs.75,20090328,PHX,SJS,2,3,L,,,27,11,0,,0,,32,9,1,,0,2009,41,53,43.6,31,41,43.1,15,20,42.9,64.0,100.6
rs.76,20090330,PHX,DAL,6,5,W,OT,,33,13,2,,0,,23,17,1,,0,2009,39,43,47.6,33,29,53.2,22,22,50.0,58.7,94.3
rs.77,20090401,PHX,COL,3,0,W,,,35,13,0,,0,,23,19,0,,0,2009,44,37,54.3,33,28,54.1,20,18,52.6,50.4,110.0
rs.78,20090402,PHX,LAK,2,1,W,,,32,4,0,,0,,21,10,0,,0,2009,44,38,53.7,31,27,53.4,16,23,41.0,47.0,101.9
rs.79,20090404,PHX,LAK,1,6,L,,,30,22,0,,0,,32,28,2,,0,2009,38,55,40.9,34,42,44.7,19,18,51.4,52.5,89.4
